,Landing Page,Date,Source,Country,Device,Users,New Users,Sessions,Bounce Rate,Pages/Session,Avg. Session Duration,Total Events,type,keyword
283,/discos-smart-bogo-cart-upsell?surface_detail=drop+down+on+cart&surface_inter_position=14&surface_intra_position=7&surface_type=search,2022-05-07,(direct),United Kingdom,desktop,1,1,1,100.0,1.0,0.0,0,search,drop down on cart
284,/discos-smart-bogo-cart-upsell?surface_detail=happypoint&surface_inter_position=1&surface_intra_position=2&surface_type=search,2022-05-05,happypoints.io,Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,search,happypoint
285,/discos-smart-bogo-cart-upsell?surface_detail=In+cart+upsell&surface_inter_position=1&surface_intra_position=1&surface_type=search,2022-05-06,(direct),India,mobile,1,0,1,100.0,1.0,0.0,0,search,In cart upsell
286,/discos-smart-bogo-cart-upsell?surface_detail=logo+vendor&surface_inter_position=1&surface_intra_position=26&surface_type=search,2022-05-16,(direct),Georgia,desktop,1,1,1,0.0,1.0,4.6e-08,1,search,logo vendor
287,/discos-smart-bogo-cart-upsell?surface_detail=newsletter+popup&surface_inter_position=1&surface_intra_position=6&surface_type=search,2022-06-01,landing page,New Zealand,desktop,1,0,1,100.0,1.0,0.0,0,search,newsletter popup
288,/discos-smart-bogo-cart-upsell?surface_detail=one+click+upsell&surface_inter_position=1&surface_intra_position=17&surface_type=search,2022-05-12,(direct),Australia,desktop,1,1,1,100.0,1.0,0.0,0,search,one click upsell
289,/discos-smart-bogo-cart-upsell?surface_detail=one+click+upsell&surface_inter_position=1&surface_intra_position=17&surface_type=search,2022-05-17,(direct),United States,desktop,1,1,1,100.0,1.0,0.0,0,search,one click upsell
290,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=1&surface_intra_position=1&surface_type=collection,2022-05-13,(direct),United States,desktop,1,1,1,100.0,1.0,0.0,0,collection,Others
291,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=1&surface_intra_position=1&surface_type=collection,2022-05-17,(direct),United Arab Emirates,desktop,1,1,1,0.0,2.0,1.8000000000000002e-08,0,collection,Others
292,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=1&surface_intra_position=2&surface_type=collection,2022-05-11,(direct),United States,desktop,1,1,1,100.0,1.0,0.0,0,collection,Others
293,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=1&surface_intra_position=52&surface_type=collection,2022-05-12,(direct),Switzerland,desktop,1,1,1,100.0,1.0,0.0,0,collection,Others
294,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=1&surface_intra_position=64&surface_type=collection,2022-05-15,admin,United States,desktop,1,0,1,100.0,1.0,0.0,0,collection,Others
295,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=2&surface_intra_position=1&surface_type=home,2022-05-06,(direct),South Africa,mobile,1,1,1,100.0,1.0,0.0,0,home,Others
296,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=2&surface_intra_position=1&surface_type=home,2022-05-17,(direct),United States,mobile,1,1,1,100.0,1.0,0.0,0,home,Others
297,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=2&surface_intra_position=2&surface_type=home,2022-05-06,l.facebook.com,United States,desktop,1,0,1,0.0,1.0,7e-08,1,home,Others
298,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=2&surface_intra_position=2&surface_type=home,2022-05-09,(direct),Canada,desktop,1,1,1,0.0,2.0,1.24e-07,0,home,Others
299,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=2&surface_intra_position=2&surface_type=home,2022-05-12,admin,Poland,desktop,1,0,1,0.0,2.0,2e-09,0,home,Others
300,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=2&surface_intra_position=2&surface_type=home,2022-05-13,(direct),United Kingdom,desktop,1,1,1,100.0,1.0,0.0,0,home,Others
301,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=2&surface_intra_position=2&surface_type=home,2022-05-14,(direct),India,desktop,1,1,1,0.0,1.0,1.24e-07,1,home,Others
302,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=2&surface_intra_position=3&surface_type=home,2022-05-11,(direct),India,desktop,1,1,1,100.0,1.0,0.0,0,home,Others
303,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=2&surface_intra_position=4&surface_type=home,2022-05-18,(direct),Pakistan,desktop,1,1,1,100.0,1.0,0.0,0,home,Others
304,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=2&surface_intra_position=5&surface_type=home,2022-05-15,(direct),United States,desktop,1,1,1,0.0,1.0,5.1e-08,1,home,Others
305,/discos-smart-bogo-cart-upsell?surface_detail=recommended-for-you&surface_inter_position=2&surface_intra_position=6&surface_type=home,2022-05-13,admin,India,desktop,1,0,1,100.0,1.0,0.0,0,home,Others
306,/discos-smart-bogo-cart-upsell?surface_detail=upsell&surface_inter_position=1&surface_intra_position=4&surface_type=search,2022-05-11,google,India,desktop,1,0,1,100.0,1.0,0.0,0,search,upsell
307,/discos-smart-bogo-cart-upsell?surface_detail=Upsell&surface_inter_position=1&surface_intra_position=4&surface_type=search,2022-05-14,facebook.com,Mexico,desktop,1,0,1,100.0,1.0,0.0,0,search,Upsell
308,/discos-smart-bogo-cart-upsell?surface_detail=upsell&surface_inter_position=1&surface_intra_position=5&surface_type=search,2022-05-28,(direct),United States,desktop,1,1,1,100.0,1.0,0.0,0,search,upsell
309,/discos-smart-bogo-cart-upsell?surface_detail=upsell&surface_inter_position=3&surface_intra_position=21&surface_type=search,2022-05-15,(direct),India,desktop,1,1,1,100.0,1.0,0.0,0,search,upsell
310,/discos-smart-bogo-cart-upsell?surface_detail=upsell+bundles&surface_inter_position=6&surface_intra_position=20&surface_type=search,2022-05-30,website,Israel,desktop,1,0,1,100.0,1.0,0.0,0,search,upsell bundles
311,/discos-smart-bogo-cart-upsell?surface_detail=upsell+in+cart&surface_inter_position=1&surface_intra_position=9&surface_type=search,2022-05-27,website,India,desktop,1,0,1,100.0,1.0,0.0,0,search,upsell in cart
312,/discos-smart-bogo-cart-upsell?surface_detail=upsell+on+cart&surface_inter_position=1&surface_intra_position=9&surface_type=search,2022-05-25,website,Italy,desktop,1,0,1,0.0,1.0,1.7e-08,1,search,upsell on cart
313,/discos-smart-bogo-cart-upsell/,2022-05-25,website,Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,Others,Others
